"issue_id","repo_name","issue_title","issue_body","labels","language","difficulty","topics","is_open","created_at","comments_count"
"156","go-cobra-cli","Add version flag to main command","The CLI doesn't have a --version flag. Implement it to display the current version from VERSION file.","good first issue, easy","Go","beginner","cli","True","2024-03-20","1"
"157","rust-actix-api","Add CORS middleware","The API cannot be called from browsers due to CORS policy. Add the actix-cors middleware with permissive settings for development.","help wanted, beginner friendly","Rust","beginner","api","True","2024-02-28","3"
"158","javalin-app","Create CONTRIBUTING.md file","We need a contributing guide to help new contributors understand our workflow and coding standards.","documentation","Java","beginner","devtools","True","2024-01-12","0"
"159","sinatra-microservice","Log request parameters in development","It's hard to debug without seeing the request params. Add logging of params when in development environment.","good first issue, beginner friendly","Ruby","beginner","api","True","2024-03-25","2"
"160","cpp-game-engine","Fix memory leak in Texture class","The Texture class doesn't delete OpenGL resources in destructor causing memory leak. Add proper cleanup.","bug, help wanted","C++","beginner","devtools","True","2024-02-14","11"
"161","go-db-migrator","Add dry-run flag for migrations","Users want to see what SQL would be executed before running migrations. Add a --dry-run flag.","good first issue, easy","Go","beginner","database","True","2024-04-05","4"
"162","rust-tokio-echo","Update tokio to version 1.x","The project uses old tokio 0.2. Update to latest tokio and fix any breaking changes.","help wanted, beginner friendly","Rust","beginner","api","True","2024-01-28","6"
"163","gradle-plugin","Add example usage in README","The README doesn't show how to apply and configure the plugin. Add a simple example block.","documentation","Java","beginner","devtools","True","2024-03-08","0"
"166","go-http-router","Add method not found handler","Currently returns 404 for all unknown routes. We should return 405 for routes with wrong HTTP methods.","bug, good first issue","Go","beginner","api","True","2024-04-10","1"
"167","rust-clap-app","Add shell completion scripts","The CLI would be more user-friendly with shell completions. Add support for generating completions with clap.","help wanted, beginner friendly","Rust","beginner","cli","True","2024-03-15","5"
"168","quarkus-app","Add health check endpoint","The application lacks a health check for Kubernetes. Implement a simple /q/health endpoint.","good first issue, easy","Java","beginner","api","True","2024-02-01","2"
"169","ruby-thread-pool","Add timeout to task execution","Tasks can run indefinitely. Add a timeout option to prevent hanging threads.","good first issue, beginner friendly","Ruby","beginner","automation","True","2024-01-25","7"
"171","go-viper-config","Support environment variable binding","Currently config values cannot be overridden by env vars. Add viper's automatic env binding.","good first issue, beginner friendly","Go","beginner","devtools","True","2024-02-19","0"
"172","rust-serde-example","Add serialization for custom DateTime","Our custom date type doesn't implement Serialize. Add serde support using timestamp representation.","help wanted, beginner friendly","Rust","beginner","api","True","2024-03-28","4"
"173","micronaut-app","Add request/response logging filter","Debugging is hard without seeing HTTP traffic. Add a filter to log requests and responses.","good first issue, easy","Java","beginner","api","True","2024-01-08","3"
"174","ruby-sidekiq-worker","Add retry limit to email worker","The email worker retries indefinitely on failure. Add a max retry count of 3.","good first issue, beginner friendly","Ruby","beginner","automation","True","2024-04-12","2"
"175","cpp-algorithms","Fix off-by-one in binary search","The binary search implementation returns wrong index for elements at the end of array.","bug, good first issue","C++","beginner","testing","True","2024-02-25","6"
"176","go-echo-middleware","Add request ID middleware","We need to track requests across logs. Add middleware that injects a unique request ID.","good first issue, help wanted","Go","beginner","api","True","2024-03-02","2"
"177","rust-rayon-example","Parallelize image processing loop","The image filter runs sequentially. Use rayon to parallelize the pixel processing.","help wanted, beginner friendly","Rust","beginner","automation","True","2024-01-31","8"
"178","spring-data-jpa","Add indexes to frequently queried columns","The users table queries by email are slow. Add database index on email column.","good first issue, easy","Java","beginner","database","True","2024-04-07","0"
"179","ruby-activejob","Add job uniqueness constraint","Sometimes the same job gets enqueued multiple times. Add a uniqueness constraint based on arguments.","good first issue, beginner friendly","Ruby","beginner","automation","True","2024-02-11","4"
"180","cpp-sorting","Optimize memory usage in merge sort","The merge sort implementation creates temporary vectors for each merge. Reuse a single buffer.","help wanted, beginner friendly","C++","beginner","testing","True","2024-03-18","9"
"183","vaadin-app","Add loading indicator to grid","The data grid doesn't show when data is loading. Add a loading spinner.","good first issue, easy","Java","beginner","api","True","2024-02-27","1"
"184","ruby-grape-api","Add versioning to API endpoints","The API doesn't support versioning. Add /v1/ prefix to all routes.","help wanted, beginner friendly","Ruby","beginner","api","True","2024-03-10","5"
"185","cpp-concurrency","Add thread-safe queue implementation","We need a producer-consumer queue. Implement a thread-safe queue using mutex and condition variable.","good first issue, beginner friendly","C++","beginner","automation","True","2024-01-05","14"
"186","go-testify-suite","Convert tests to use testify suite","Current tests use raw if statements. Refactor to use testify's suite package for better organization.","good first issue, easy","Go","beginner","testing","True","2024-02-08","0"
"188","junit5-demo","Add parameterized tests for calculator","The CalculatorTests are repetitive. Use @ParameterizedTest to test multiple inputs.","good first issue, beginner friendly","Java","beginner","testing","True","2024-03-22","3"
"189","ruby-sinatra-app","Add Content-Security-Policy header","The app lacks security headers. Add CSP header with basic directives.","good first issue, security","Ruby","beginner","security","True","2024-01-26","2"
"190","cpp-logger","Add log rotation","Log file grows indefinitely. Implement log rotation based on file size.","help wanted, beginner friendly","C++","beginner","devtools","True","2024-02-16","8"
"192","rust-tracing-app","Add span for each request","We need better tracing. Add a span that covers the entire request lifecycle.","good first issue, beginner friendly","Rust","beginner","api","True","2024-03-04","1"
"193","dropwizard-app","Add metrics for endpoint latency","We don't know which endpoints are slow. Add metrics to track request duration.","help wanted, beginner friendly","Java","beginner","api","True","2024-01-14","4"
"194","ruby-json-api","Handle invalid JSON gracefully","The API crashes on malformed JSON. Add error handling to return 400.","bug, good first issue","Ruby","beginner","api","True","2024-02-23","2"
"195","cpp-http-client","Add connection pooling","The client creates new connection for each request. Implement simple connection reuse.","good first issue, beginner friendly","C++","beginner","api","True","2024-03-29","7"
"196","go-mux-api","Add graceful shutdown","The server doesn't handle SIGTERM. Add signal handling to shut down gracefully.","help wanted, beginner friendly","Go","beginner","api","True","2024-04-08","5"
"197","rust-reqwest-example","Add retry logic for transient failures","Network issues cause failures. Add retry with exponential backoff for failed requests.","good first issue, beginner friendly","Rust","beginner","api","True","2024-01-18","3"
"199","ruby-active-record","Add missing foreign key constraints","The posts table has user_id but no foreign key. Add the constraint with cascade delete.","good first issue, easy","Ruby","beginner","database","True","2024-03-14","0"
"200","cpp-test-framework","Add test case for edge values","The math functions aren't tested with max/min int values. Add test cases for boundaries.","help wanted, beginner friendly","C++","beginner","testing","True","2024-04-22","4"
"202","rust-async-std","Replace unwrap with proper error handling","The code uses unwrap everywhere. Replace with proper error propagation using ? and thiserror.","good first issue, beginner friendly","Rust","beginner","devtools","True","2024-01-29","9"
"203","lombok-demo","Add builder pattern to User class","The User class has many fields. Add @Builder annotation to simplify object creation.","good first issue, easy","Java","beginner","devtools","True","2024-03-07","2"
"204","ruby-capybara","Add test for login flow","The login feature has no integration tests. Add Capybara test for happy path.","help wanted, beginner friendly","Ruby","beginner","testing","True","2024-04-11","3"
"205","cpp-string-utils","Add trim function","We have ltrim and rtrim but no trim. Implement trim that removes spaces from both ends.","good first issue, beginner friendly","C++","beginner","devtools","True","2024-02-20","0"
"206","go-embed-files","Use embed for HTML templates","Currently templates are read from disk. Use go:embed to bundle them in binary.","good first issue, beginner friendly","Go","beginner","devtools","True","2024-03-17","2"
"208","jackson-demo","Handle null fields in JSON serialization","Null fields are currently omitted. Configure Jackson to include them with null values.","good first issue, easy","Java","beginner","api","True","2024-04-24","1"
"209","ruby-rspec","Add shared examples for models","Several models have similar specs. Extract shared examples to reduce duplication.","good first issue, beginner friendly","Ruby","beginner","testing","True","2024-02-28","6"
"210","cpp-makefile","Add install target to Makefile","The Makefile only builds. Add make install to copy binary to /usr/local/bin.","help wanted, beginner friendly","C++","beginner","devtools","True","2024-03-21","0"
"212","rust-yaml-parser","Support multiline strings","The parser doesn't handle YAML multiline strings with | or >. Add support.","bug, good first issue","Rust","beginner","devtools","True","2024-01-24","5"
"213","mockito-demo","Add unit tests with mocks","The service layer has no tests. Use Mockito to mock repository and test business logic.","help wanted, beginner friendly","Java","beginner","testing","True","2024-02-07","8"
"215","cpp-crypto","Add constant-time comparison","The string comparison for passwords is vulnerable to timing attacks. Implement constant-time compare.","good first issue, security","C++","beginner","security","True","2024-04-28","11"
"217","rust-unicode","Add normalization for user input","User input can have different Unicode forms. Normalize to NFC before processing.","good first issue, beginner friendly","Rust","beginner","security","True","2024-01-13","2"
"218","jdbc-template","Use try-with-resources for connections","Some database operations don't close connections properly. Refactor to use try-with-resources.","bug, good first issue","Java","beginner","database","True","2024-03-31","4"
"219","ruby-rack-app","Add Rack middleware for logging","The app doesn't log requests. Create a simple middleware to log method and path.","good first issue, beginner friendly","Ruby","beginner","api","True","2024-02-26","0"
"220","cpp-multithreading","Fix data race in counter","Multiple threads increment without synchronization. Add atomic operation or mutex.","bug, help wanted","C++","beginner","automation","True","2024-04-17","10"
"221","go-cache","Add TTL support","Items stay in cache forever. Add time-to-live with background cleanup goroutine.","good first issue, beginner friendly","Go","beginner","database","True","2024-01-20","6"
"222","rust-grep-tool","Add recursive search option","The tool only searches current directory. Add -r flag to search recursively.","help wanted, beginner friendly","Rust","beginner","cli","True","2024-03-09","2"
"223","servlet-api","Add character encoding filter","Requests with UTF-8 characters are garbled. Add filter to set request/response encoding.","good first issue, beginner friendly","Java","beginner","api","True","2024-04-02","1"
"224","ruby-thread-pool","Add graceful shutdown","The pool doesn't wait for tasks to finish on shutdown. Implement graceful termination.","help wanted, beginner friendly","Ruby","beginner","automation","True","2024-02-15","4"
"225","cpp-cmake","Set C++ standard to C++17 in CMakeLists","The project doesn't specify C++ standard. Add set(CMAKE_CXX_STANDARD 17).","good first issue, easy","C++","beginner","devtools","True","2024-03-23","0"
"226","go-websocket","Add ping/pong heartbeat","Connections drop without activity. Implement ping/pong to keep alive.","good first issue, beginner friendly","Go","beginner","api","True","2024-01-27","3"
"227","rust-sqlx","Add migration example in README","New users struggle with migrations. Add example showing how to run migrations.","documentation","Rust","beginner","database","True","2024-04-29","1"
"228","spring-security","Add password encoder to UserDetailsService","Passwords are stored in plain text. Configure BCryptPasswordEncoder.","good first issue, security","Java","beginner","security","True","2024-02-19","7"
"229","ruby-sidekiq","Add scheduled job for cleanup","We need to clean old records daily. Add a scheduled job that runs every night.","help wanted, beginner friendly","Ruby","beginner","automation","True","2024-03-13","5"
"230","cpp-raii","Convert raw pointers to smart pointers","The code uses new/delete. Refactor to use unique_ptr and shared_ptr.","good first issue, beginner friendly","C++","beginner","devtools","True","2024-04-05","9"
"231","go-grpc-server","Add reflection for grpcurl","We can't easily call methods from CLI. Enable gRPC server reflection.","good first issue, beginner friendly","Go","beginner","api","True","2024-01-10","2"
"232","rust-wasm-app","Fix panic in browser console","The WASM module panics on missing DOM element. Check existence before accessing.","bug, good first issue","Rust","beginner","devtools","True","2024-02-24","3"
"233","java-mail-sender","Add HTML email support","Currently sends plain text only. Add method to send HTML emails with attachments.","help wanted, beginner friendly","Java","beginner","api","True","2024-03-30","6"
"234","ruby-json-schema","Add JSON schema validation for config","The config file format isn't validated. Use JSON Schema to validate on load.","good first issue, beginner friendly","Ruby","beginner","devtools","True","2024-04-19","1"
"235","cpp-iterator","Implement reverse iterator for custom container","The custom vector doesn't support rbegin/rend. Add reverse iterator support.","help wanted, beginner friendly","C++","beginner","devtools","True","2024-01-04","5"
"236","go-flag","Add -version flag to print version","The CLI tool can't show its version. Add flag to display version from build info.","good first issue, easy","Go","beginner","cli","True","2024-02-29","0"
"237","rust-env-logger","Allow setting log level via env var","Log level is hardcoded. Use env_logger to read from RUST_LOG environment variable.","good first issue, beginner friendly","Rust","beginner","devtools","True","2024-03-19","2"
"238","jpa-criteria","Add Specification for filtering","The repository queries are hardcoded. Implement JPA Specifications for dynamic queries.","help wanted, beginner friendly","Java","beginner","database","True","2024-04-25","4"
"239","ruby-zeitwerk","Fix autoloading in production","Some classes aren't autoloaded in production. Ensure all directories are in the loader.","bug, good first issue","Ruby","beginner","devtools","True","2024-02-04","3"
"240","cpp-constexpr","Make factorial function constexpr","The factorial function runs at runtime. Make it constexpr for compile-time evaluation.","good first issue, beginner friendly","C++","beginner","devtools","True","2024-03-27","0"
"241","go-generics","Add generic filter function","We need a reusable filter for slices. Implement a generic function that works with any type.","help wanted, beginner friendly","Go","beginner","devtools","True","2024-01-16","4"
"242","rust-nom-parser","Add error context to parser","Parse errors are cryptic. Add nom's context combinator for better messages.","good first issue, beginner friendly","Rust","beginner","devtools","True","2024-04-09","3"
"243","java-streams","Replace loop with stream in report generation","The report code uses for loops. Refactor to use Java streams for readability.","good first issue, beginner friendly","Java","beginner","devtools","True","2024-02-21","2"
"244","ruby-bundler","Update required Ruby version in gemspec","The gemspec still requires 2.5 which is EOL. Update to 2.7+.","good first issue, easy","Ruby","beginner","devtools","True","2024-03-06","1"
"245","cpp-templates","Add concept constraints for numeric types","The template accepts any type. Use C++20 concepts to constrain to arithmetic types.","help wanted, beginner friendly","C++","beginner","devtools","False","2024-04-13","5"
"246","go-pprof","Add pprof endpoints","We can't profile the app. Add net/http/pprof to expose profiling data.","good first issue, beginner friendly","Go","beginner","devtools","True","2024-01-23","2"
"247","rust-criterion","Add benchmark for sorting functions","We don't know which sort is faster. Add Criterion benchmarks for different algorithms.","help wanted, beginner friendly","Rust","beginner","testing","True","2024-02-26","4"
"248","jsr305","Replace FindBugs annotations with SpotBugs","The project uses deprecated annotations. Update to modern SpotBugs equivalents.","good first issue, beginner friendly","Java","beginner","devtools","True","2024-03-15","0"
"249","ruby-debug","Replace puts with logger","Debug messages use puts. Replace with proper logger that respects log level.","good first issue, beginner friendly","Ruby","beginner","devtools","False","2024-04-21","3"
"251","go-fiber-app","Add CSRF protection","The app is vulnerable to CSRF. Add middleware with token generation.","good first issue, security","Go","beginner","security","True","2024-03-11","2"
"252","rust-crossbeam","Replace Arc<Mutex> with crossbeam channels","Current shared state uses locks. Consider channels for better concurrency.","good first issue, beginner friendly","Rust","beginner","automation","False","2024-01-07","6"
"253","java-optional","Fix potential NullPointerException","The code doesn't check if value is null before using. Use Optional to handle nulls.","bug, good first issue","Java","beginner","devtools","True","2024-04-27","4"
"254","ruby-erb","Fix HTML escaping in templates","User input isn't escaped causing XSS risk. Use ERB::Util.html_escape.","good first issue, security","Ruby","beginner","security","True","2024-02-17","3"
"255","cpp-move-semantics","Add move constructor to String class","The custom String class copies even when it could move. Implement move constructor.","help wanted, beginner friendly","C++","beginner","devtools","True","2024-03-24","9"
"256","go-protobuf","Update protoc version in generate script","The script uses old protoc. Update to latest and adjust import paths.","good first issue, beginner friendly","Go","beginner","devtools","True","2024-04-03","1"
"257","rust-axum","Add extractor for pagination params","Currently parsing query params manually. Create a custom extractor for page/limit.","good first issue, beginner friendly","Rust","beginner","api","False","2024-01-19","3"
"258","java-assertj","Convert JUnit assertions to AssertJ","Tests use JUnit assertions. Refactor to AssertJ for better readability and failure messages.","good first issue, beginner friendly","Java","beginner","testing","True","2024-02-09","5"
"260","cpp-enum","Convert to enum class","The enum pollutes global namespace. Change to enum class for better scoping.","good first issue, beginner friendly","C++","beginner","devtools","False","2024-04-16","0"
"261","go-atomic","Replace mutex with atomic operations","The counter uses mutex but only increments. Use atomic.AddInt64 for better performance.","good first issue, beginner friendly","Go","beginner","automation","True","2024-01-30","1"
"262","rust-bincode","Add bincode serialization to examples","The examples only show JSON. Add example using bincode for binary format.","documentation","Rust","beginner","devtools","True","2024-02-13","2"
"263","lombok-constructor","Add @NoArgsConstructor to JPA entities","JPA needs default constructor. Add annotation where missing.","good first issue, easy","Java","beginner","database","True","2024-03-18","0"
"264","ruby-rack-test","Add tests for file upload endpoint","The file upload feature isn't tested. Add Rack::Test with multipart form data.","help wanted, beginner friendly","Ruby","beginner","testing","True","2024-04-05","4"
"265","cpp-overload","Add stream output operator for Point class","Can't easily print Point objects. Overload operator<< for debugging.","good first issue, beginner friendly","C++","beginner","devtools","False","2024-01-12","2"
"266","go-context","Pass context to database calls","The db functions don't respect cancellation. Add context parameter to all db methods.","good first issue, beginner friendly","Go","beginner","database","True","2024-02-25","7"
"267","rust-clippy","Fix clippy warnings in CI","The code has many clippy warnings. Fix the pedantic warnings in the codebase.","help wanted, beginner friendly","Rust","beginner","devtools","True","2024-03-07","6"
"268","java-enums","Add toString implementation for Status enum","The enum returns uppercase name. Add toString to return formatted status.","good first issue, beginner friendly","Java","beginner","devtools","True","2024-04-20","1"
"269","ruby-routes","Clean up routes file","The routes.rb file is messy. Use draw to split into multiple files.","good first issue, beginner friendly","Ruby","beginner","api","True","2024-02-03","3"
"270","cpp-fold-expression","Simplify sum function with fold expression","The variadic template sum is verbose. Use C++17 fold expression.","help wanted, beginner friendly","C++","beginner","devtools","True","2024-03-26","5"
"281","django/django","Fix queryset annotation ordering with window functions on MySQL","Annotating a Django queryset with Window functions works on Postgres but produces incorrect ORDER BY on MySQL 8. The generated SQL misses the PARTITION BY clause in some edge cases with multiple annotations. A test case with 500k rows is attached showing the discrepancy.","bug","Python","intermediate","database","False","2024-03-05","2"
"282","vercel/next.js","Support partial prerendering for dynamic route segments","Our marketing site uses Next.js App Router but partial prerendering doesn't work correctly when combined with generateStaticParams for i18n routes. The fallback renders full dynamic content instead of static shell. Documented behavior differs from the Canary implementation.","feature request","JavaScript","intermediate","web","True","2024-08-14","14"
"284","golang/go","Expose runtime.GOMAXPROCS change callback for custom schedulers","We're building a custom task scheduler on top of Go and need to react to GOMAXPROCS changes from the runtime. Currently there's no hook after SetMaxProcs. This would allow rebalancing our worker pools without polling.","enhancement","Go","intermediate","devtools","True","2025-03-18","5"
"287","angular/angular","Support signal-based forms with async validators","The new signals API in Angular 17+ doesn't integrate cleanly with async validators in reactive forms. The status changes don't propagate correctly to the signal. A dedicated signalFormGroup would solve validation UX in our enterprise forms.","feature request","TypeScript","intermediate","web","True","2024-11-08","13"
"291","denoland/deno","Add built-in support for WebAssembly SIMD in Deno runtime","Our ML inference service uses WASM but Deno doesn't expose SIMD instructions yet. The current wasm32 target misses performance gains. Enabling the feature flag by default for deno task would help edge compute use cases.","feature request","TypeScript","intermediate","ml","True","2024-09-15","21"
"294","react-router/react-router","Implement data routers with optimistic UI for nested routes","Data routers in React Router v6.4+ don't support optimistic updates for nested layouts. Our dashboard has deeply nested routes where stale data flashes during mutations. Adding useOptimistic hook would clean this up.","feature request","JavaScript","intermediate","web","True","2024-04-17","16"
"295","prisma/prisma","Generate type-safe Prisma Client for dynamic model names at runtime","In our admin panel we need to query models by string name but the generated client only supports static imports. A Prisma.DynamicClient helper would enable meta-programming without losing types.","help wanted","TypeScript","intermediate","database","True","2024-08-02","11"
"299","microsoft/TypeScript","Improve error messages for infer constraints in conditional types","The current TS error for failed infer constraints is generic and doesn't show the actual mismatched type. Our library users spend hours debugging. Including the actual type in the message would improve DX.","refactor","TypeScript","intermediate","devtools","True","2024-07-10","18"
"301","hibernate/hibernate-orm","Support for @Formula with window functions in entity mappings","Our analytics entities use @Formula with RANK() OVER but Hibernate doesn't translate it correctly for MySQL. The generated SQL misses parentheses. Extending Dialect would solve reporting queries.","enhancement","Java","intermediate","database","True","2025-03-12","5"
"304","nestjs/nest","Implement interceptors for GraphQL subscription events","The current NestJS GraphQL module lacks interceptors for subscription payloads. Our real-time features need auth checks on every event. Adding @UseInterceptors on @Subscription would complete the feature parity with queries.","refactor","TypeScript","intermediate","api","True","2024-12-18","8"
"306","flask/flask","Add async support for before_request hooks with context vars","Our Flask 2.3+ app uses async views but before_request hooks run sync causing blocking. ContextVars don't propagate correctly. Official async hook support would fix this.","enhancement","Python","intermediate","web","True","2024-06-15","6"
"308","golang/go","Expose net/http Server graceful shutdown timeout per listener","Our Go service has multiple listeners but graceful shutdown uses a global timeout. Per-listener config would allow staggered shutdowns for blue-green deploys.","feature request","Go","intermediate","devtools","True","2024-10-28","4"
"309","quarkusio/quarkus","Support SmallRye Health UI with custom check groups","The Quarkus health UI doesn't allow filtering checks by group tags. Our microservices have 50+ checks and the UI becomes unusable. Adding group support would improve ops dashboards.","enhancement","Java","intermediate","devtools","True","2025-04-15","7"
"311","pandas-dev/pandas","Implement rolling quantile with interpolation options for time-series","The current rolling.quantile doesn't expose the interpolation param like scipy. Our financial models need 'midpoint' for accurate VaR calculation. This small addition would help.","feature request","Python","intermediate","ml","True","2024-07-05","11"
"313","gin-gonic/gin","Add built-in OpenTelemetry tracing middleware with baggage","The current Gin middleware for tracing doesn't propagate baggage context. Our distributed services lose correlation IDs. Official support would reduce custom code.","enhancement","Go","intermediate","devtools","True","2025-02-05","3"
"314","spring-projects/spring-boot","Provide @ConditionalOnBean for configuration properties classes","Our Spring Boot modules use @ConfigurationProperties but conditional loading based on another bean isn't straightforward. Adding a dedicated annotation would simplify modular apps.","enhancement","Java","intermediate","devtools","True","2024-03-10","9"
"315","facebook/react","Improve error boundaries with async component support in React 19","Error boundaries don't catch errors in async components properly during initial render. Our suspense-heavy app shows unhandled promises. Updating the boundary logic would help.","bug","JavaScript","intermediate","web","True","2024-09-08","20"
"317","kubernetes/kubernetes","Add kubectl top with custom resource metrics from Prometheus","The current kubectl top only uses core metrics server but our clusters expose custom Prometheus metrics. Extending the command would help ops teams.","enhancement","Go","intermediate","devtools","True","2025-01-10","8"
"319","fastapi/fastapi","Add WebSocket dependency injection for connection state","WebSocket endpoints don't support Depends for per-connection state cleanly. Our chat app duplicates logic. A WebSocketDepends class would standardize it.","refactor","Python","intermediate","api","True","2024-08-18","12"
"323","golang/go","Support generics in net/http HandlerFunc for typed responses","The current HandlerFunc doesn't support generics for response types. Our internal framework duplicates code. Adding a generic wrapper would improve type safety.","feature request","Go","intermediate","api","True","2024-11-20","7"
"324","quarkusio/quarkus","Integrate SmallRye GraphQL with Panache reactive entities","GraphQL queries don't automatically map to Panache reactive repositories. Our API layer needs manual mapping. Native integration would simplify.","enhancement","Java","intermediate","api","True","2025-02-20","6"
"326","pandas-dev/pandas","Enhance read_sql with support for async SQLAlchemy engines","The current read_sql blocks on async engines. Our data pipeline uses async but falls back to sync. Native async support would prevent thread pool exhaustion.","performance","Python","intermediate","database","True","2024-05-15","13"
"327","facebook/react","Add useDeferredValue with priority hints for concurrent rendering","The useDeferredValue doesn't accept priority hints like useTransition. Our heavy charts lag during navigation. Extending the API would improve UX.","feature request","JavaScript","intermediate","web","True","2024-09-20","18"
"328","denoland/deno","Expose Deno.permissions.request for runtime permission prompts","Our CLI tools need dynamic permission requests but the API is static. Adding request method would align with browser permissions.","enhancement","TypeScript","intermediate","devtools","True","2024-12-28","4"
"329","kubernetes/kubernetes","Improve kubectl explain with versioned examples","The explain command shows generic examples but not version-specific for CRDs. Our operators need better docs integration.","help wanted","Go","intermediate","devtools","True","2025-01-28","3"
"332","vercel/next.js","Support ISR with custom cache handlers for edge runtimes","Incremental Static Regeneration doesn't allow custom cache backends on edge. Our global CDN setup needs this.","performance","JavaScript","intermediate","web","True","2024-11-10","15"
"333","numpy/numpy","Implement np.unique with return_inverse for object dtype","The current unique doesn't support return_inverse for non-numeric. Our NLP preprocessing needs it for token vocab.","feature request","Python","intermediate","ml","True","2025-04-10","5"
"334","microsoft/TypeScript","Add strictNullChecks enforcement for template literal unions","Template literal unions don't respect strictNullChecks in some inference paths. This causes runtime surprises in our string-typed configs.","bug","TypeScript","intermediate","devtools","False","2024-02-15","1"
"335","golang/go","Add sync.Cond with context cancellation support","The current Cond doesn't integrate with context for wait cancellation. Our worker pools have to use extra channels.","enhancement","Go","intermediate","devtools","True","2024-08-05","8"
"337","prisma/prisma","Add support for Prisma Studio theming and custom branding","Prisma Studio is great but lacks theming for enterprise branding. Our internal tools need dark mode consistency.","feature request","TypeScript","intermediate","devtools","True","2025-03-05","6"
"338","pandas-dev/pandas","Optimize Styler for large DataFrames with conditional formatting","The Styler slows down dramatically above 10k rows with custom formatters. Our reporting needs faster HTML export.","performance","Python","intermediate","ml","True","2024-06-20","14"
"339","facebook/react","Implement useId with stable IDs across server/client for portals","The useId generates different IDs on server vs client for portals causing hydration mismatches. Our modals break.","bug","JavaScript","intermediate","web","True","2024-09-05","19"
"340","denoland/deno","Add Deno.test with built-in snapshot testing for objects","The current testing lacks deep object snapshots like Jest. Our component library tests are verbose.","enhancement","TypeScript","intermediate","testing","True","2024-12-15","7"
"341","kubernetes/kubernetes","Extend kubectl get with custom column sorting for CRDs","The get command sorting doesn't work for stringified JSON columns in CRDs. Our monitoring needs better CLI views.","refactor","Go","intermediate","devtools","True","2025-01-15","4"
"343","fastapi/fastapi","Provide lifespan context manager for background scheduler integration","Integrating APScheduler requires manual lifespan handling. A built-in scheduler context would simplify cron jobs.","feature request","Python","intermediate","devtools","True","2024-07-30","9"
"344","vercel/next.js","Add route segment config for experimental PPR in layout files","Partial Prerendering config is only at page level but our layouts need per-segment control. This limits adoption.","enhancement","JavaScript","intermediate","web","True","2024-11-25","13"
"345","numpy/numpy","Add support for np.fft with real-valued input optimizations","The FFT functions don't auto-detect real input for faster rfft path. Our signal processing pipeline misses speedups.","performance","Python","intermediate","ml","True","2025-02-15","5"
"346","microsoft/TypeScript","Improve union type narrowing with literal template keys","Literal template types in unions don't narrow correctly in switch statements. Our router code has many type guards.","refactor","TypeScript","intermediate","devtools","True","2024-03-15","11"
"347","golang/go","Support io/fs with embedded FS for http.FileServer caching","The embedded FS doesn't provide ETag headers automatically. Our static asset serving needs better caching.","enhancement","Go","intermediate","web","True","2024-08-25","8"
"348","quarkusio/quarkus","Integrate OIDC with Keycloak admin client for dynamic client registration","The OIDC extension doesn't expose admin client for runtime registration. Our SaaS onboarding needs this.","security","Java","intermediate","security","True","2024-10-25","6"
"349","prisma/prisma","Support for extended client with batch transaction limits","The extended client doesn't respect max batch size for transactions. Our bulk operations hit limits unexpectedly.","performance","TypeScript","intermediate","database","True","2025-03-15","3"
"350","pandas-dev/pandas","Implement DataFrame.ewm with custom alpha decay functions","The ewm only supports fixed com/span but our forecasting needs custom decay. Adding callable alpha would help.","feature request","Python","intermediate","ml","True","2024-05-25","16"
"351","facebook/react","Add forwardRef support for server components with useImperativeHandle","Server components can't forward refs properly with imperative handles. Our canvas library breaks.","bug","JavaScript","intermediate","web","False","2024-09-10","2"
"352","denoland/deno","Expose Deno.version for runtime compatibility checks in scripts","Scripts can't easily check Deno version without parsing user agent. A global Deno.version would simplify polyfills.","enhancement","TypeScript","intermediate","devtools","True","2024-12-20","7"
"354","hibernate/hibernate-orm","Support for natural id caching with soft locks","The natural ID cache doesn't handle concurrent updates with soft locks. Our high-contention entities have stale reads.","performance","Java","intermediate","database","True","2024-04-10","12"
"355","fastapi/fastapi","Add dependency caching for repeated calls within request scope","Dependencies recompute even when cached=True in some nested cases. Our auth layer duplicates DB calls.","refactor","Python","intermediate","api","True","2024-07-20","10"
"356","vercel/next.js","Support dynamic imports with SSR false in app router layouts","The dynamic import SSR:false doesn't work in root layouts for third-party widgets. Our analytics break.","bug","JavaScript","intermediate","web","True","2024-11-30","14"
"357","numpy/numpy","Add np.histogram2d with density normalization option","The histogram2d lacks density param like histogram1d. Our scientific plots need normalized output.","enhancement","Python","intermediate","ml","True","2025-02-25","4"
"358","microsoft/TypeScript","Fix excess property checking for discriminated unions with index signatures","Excess properties slip through in discriminated unions with index signatures. Our form validators have false positives.","bug","TypeScript","intermediate","devtools","True","2024-03-25","15"
"359","golang/go","Implement context.WithTimeoutCause for better error wrapping","The current WithTimeout doesn't attach cause properly for debugging. Our timeout handling is verbose.","refactor","Go","intermediate","devtools","True","2024-08-10","8"
"360","quarkusio/quarkus","Support RESTEasy Reactive with SSE and backpressure","The SSE implementation doesn't respect backpressure from subscribers. Our event streams overload clients.","performance","Java","intermediate","api","True","2024-10-30","5"
"361","prisma/prisma","Add middleware for query logging with custom formatters","The current logging is fixed format but our ELK stack needs structured JSON. Custom middleware would help.","enhancement","TypeScript","intermediate","devtools","True","2025-03-20","6"
