issue_id,repo_name,issue_title,issue_body,labels,language,difficulty,topics,is_open,created_at,comments_count,combined_text,combined_text_clean,difficulty_score
119,react-lazy-load,Add placeholder for loading images,The page layout shifts when images finally load. We should use a gray div as a placeholder with the same dimensions as the image to reserve the space. Update the ImageComponent.tsx file.,enhancement,TypeScript,beginner,frontend,True,2024-10-22,4,Add placeholder for loading images The page layout shifts when images finally load. We should use a gray div as a placeholder with the same dimensions as the image to reserve the space. Update the ImageComponent.tsx file. enhancement TypeScript frontend,add placehold load imag page layout shift imag final load use gray div placehold dimens imag reserv space updat imagecompon tsx file enhanc typescript frontend,1
120,express-user-api,Fix 500 error on duplicate email,Trying to register with an existing email throws a server error instead of a 400 Bad Request. Catch the database unique constraint violation and return a clean error message. This is located in the user controller.,bug,JavaScript,beginner,api,True,2024-05-01,6,Fix 500 error on duplicate email Trying to register with an existing email throws a server error instead of a 400 Bad Request. Catch the database unique constraint violation and return a clean error message. This is located in the user controller. bug JavaScript api,fix 500 error duplic email tri regist exist email throw server error instead 400 bad request catch databas uniqu constraint violat return clean error messag locat user control bug javascript api,1
121,ts-node-cli,Update help menu formatting,The help menu is currently misaligned because of tab vs space usage. Reformat the string to use consistent spacing so the commands and descriptions line up perfectly. It should look neat in the terminal.,ui,TypeScript,beginner,cli;ui,True,2025-04-20,0,Update help menu formatting The help menu is currently misaligned because of tab vs space usage. Reformat the string to use consistent spacing so the commands and descriptions line up perfectly. It should look neat in the terminal. ui TypeScript cli;ui,updat help menu format help menu current misalign tab vs space usag reformat string use consist space command descript line perfectli look neat termin ui typescript cli ui,1
123,js-date-formatter,Support 'DD-MM-YYYY' format,Our formatter currently only supports 'YYYY-MM-DD'. We need to add a new option to support the European date format. Update the switch statement in the format function.,enhancement,JavaScript,beginner,web,True,2024-02-22,3,Support 'DD-MM-YYYY' format Our formatter currently only supports 'YYYY-MM-DD'. We need to add a new option to support the European date format. Update the switch statement in the format function. enhancement JavaScript web,support dd mm yyyi format formatt current support yyyi mm dd need add new option support european date format updat switch statement format function enhanc javascript web,1
127,ts-sorting-visualizer,Fix bug in Bubble Sort logic,The bubble sort animation skips the last element in the array during the first pass. This results in an unsorted list. Check the loop boundaries in the bubbleSort.ts file.,bug,TypeScript,beginner,frontend;devtools,True,2024-09-28,7,Fix bug in Bubble Sort logic The bubble sort animation skips the last element in the array during the first pass. This results in an unsorted list. Check the loop boundaries in the bubbleSort.ts file. bug TypeScript frontend;devtools,fix bug bubbl sort logic bubbl sort anim skip last element array first pass result unsort list check loop boundari bubblesort ts file bug typescript frontend devtool,1
129,express-health-check,Add database status to health,The /health endpoint only checks if the server is up. It should also attempt a simple DB query to ensure the connection is active. Return a 'db: healthy' status in the JSON response.,enhancement,JavaScript,beginner,api,True,2025-05-15,3,Add database status to health The /health endpoint only checks if the server is up. It should also attempt a simple DB query to ensure the connection is active. Return a 'db: healthy' status in the JSON response. enhancement JavaScript api,add databas statu health health endpoint check server also attempt simpl db queri ensur connect activ return db healthi statu json respons enhanc javascript api,1
131,react-dark-mode,Save theme preference in cookie,"We are currently using localStorage for the dark mode setting but it's not available server-side. Switching to a cookie will prevent the ""flash"" of white light on page load. Update the toggle function.",enhancement,JavaScript,beginner,frontend,True,2024-07-22,5,"Save theme preference in cookie We are currently using localStorage for the dark mode setting but it's not available server-side. Switching to a cookie will prevent the ""flash"" of white light on page load. Update the toggle function. enhancement JavaScript frontend",save theme prefer cooki current use localstorag dark mode set avail server side switch cooki prevent flash white light page load updat toggl function enhanc javascript frontend,1
132,js-event-emitter,Add once method to emitter,Our custom event emitter is missing a way to trigger a listener only once. Implement the 'once' method which removes the listener immediately after it is called. This is a classic coding challenge.,enhancement,JavaScript,beginner,devtools,True,2024-10-10,2,Add once method to emitter Our custom event emitter is missing a way to trigger a listener only once. Implement the 'once' method which removes the listener immediately after it is called. This is a classic coding challenge. enhancement JavaScript devtools,add method emitt custom event emitt miss way trigger listen implement method remov listen immedi call classic code challeng enhanc javascript devtool,1
133,ts-express-auth,Add logout route,The authentication system is missing a logout endpoint. It should clear the session cookie and redirect the user to the login page. This is a straightforward task in the auth controller.,enhancement,TypeScript,beginner,api,True,2025-02-05,4,Add logout route The authentication system is missing a logout endpoint. It should clear the session cookie and redirect the user to the login page. This is a straightforward task in the auth controller. enhancement TypeScript api,add logout rout authent system miss logout endpoint clear session cooki redirect user login page straightforward task auth control enhanc typescript api,1
134,react-pagination-demo,Fix disabled state for 'Previous' button,The 'Previous' button is still clickable when the user is on the first page. We need to set the disabled attribute to true when the currentPage is 1. This will prevent unnecessary API calls.,bug,JavaScript,beginner,frontend,True,2024-04-10,1,Fix disabled state for 'Previous' button The 'Previous' button is still clickable when the user is on the first page. We need to set the disabled attribute to true when the currentPage is 1. This will prevent unnecessary API calls. bug JavaScript frontend,fix disabl state previou button previou button still clickabl user first page need set disabl attribut true currentpag 1 prevent unnecessari api call bug javascript frontend,1
135,node-cli-colors,Add support for bold text,Our CLI logger only supports colors but not text styles. Add a flag or a new method to enable bold formatting using ANSI escape codes. This will help highlight important headers in the output.,enhancement,JavaScript,beginner,cli,True,2024-08-25,3,Add support for bold text Our CLI logger only supports colors but not text styles. Add a flag or a new method to enable bold formatting using ANSI escape codes. This will help highlight important headers in the output. enhancement JavaScript cli,add support bold text cli logger support color text style add flag new method enabl bold format use ansi escap code help highlight import header output enhanc javascript cli,1
136,ts-todo-app,Fix double-click bug on items,Quickly double-clicking a todo item creates two identical edit inputs. We should add a check to see if the item is already in 'edit mode' before triggering the state change. This is in TodoItem.tsx.,bug,TypeScript,beginner,frontend,True,2024-11-12,2,Fix double-click bug on items Quickly double-clicking a todo item creates two identical edit inputs. We should add a check to see if the item is already in 'edit mode' before triggering the state change. This is in TodoItem.tsx. bug TypeScript frontend,fix doubl click bug item quickli doubl click todo item creat two ident edit input add check see item alreadi edit mode trigger state chang todoitem tsx bug typescript frontend,1
137,react-video-player,Add volume slider,The video player only has a mute toggle but no way to adjust the volume. Add a range input that controls the volume property of the video element. Ensure it stays between 0 and 1.,enhancement,JavaScript,beginner,frontend;ui,True,2025-04-30,6,Add volume slider The video player only has a mute toggle but no way to adjust the volume. Add a range input that controls the volume property of the video element. Ensure it stays between 0 and 1. enhancement JavaScript frontend;ui,add volum slider video player mute toggl way adjust volum add rang input control volum properti video element ensur stay 0 1 enhanc javascript frontend ui,1
139,ts-search-filter,Fix case-sensitive search,Searching for 'apple' does not find 'Apple'. We should convert both the search query and the item text to lowercase before comparing them. This will make the search much more user-friendly.,bug,TypeScript,beginner,frontend,True,2024-06-22,4,Fix case-sensitive search Searching for 'apple' does not find 'Apple'. We should convert both the search query and the item text to lowercase before comparing them. This will make the search much more user-friendly. bug TypeScript frontend,fix case sensit search search appl find appl convert search queri item text lowercas compar make search much user friendli bug typescript frontend,1
140,js-calculator-cli,Handle non-numeric inputs,"The calculator crashes if a user types a letter instead of a number. Add a check using isNaN() to validate inputs and print a friendly ""Please enter a valid number"" message. This is in the input handler.",bug,JavaScript,beginner,cli,True,2024-12-18,1,"Handle non-numeric inputs The calculator crashes if a user types a letter instead of a number. Add a check using isNaN() to validate inputs and print a friendly ""Please enter a valid number"" message. This is in the input handler. bug JavaScript cli",handl non numer input calcul crash user type letter instead number add check use isnan valid input print friendli pleas enter valid number messag input handler bug javascript cli,1
141,react-profile-page,Add default avatar image,Users without an uploaded photo see a broken image icon. We should set a default 'placeholder.png' in the src attribute if the user's avatar URL is null or undefined. Check the ProfileHeader component.,enhancement,JavaScript,beginner,frontend;ui,True,2025-01-20,3,Add default avatar image Users without an uploaded photo see a broken image icon. We should set a default 'placeholder.png' in the src attribute if the user's avatar URL is null or undefined. Check the ProfileHeader component. enhancement JavaScript frontend;ui,add default avatar imag user without upload photo see broken imag icon set default placehold png src attribut user avatar url null undefin check profilehead compon enhanc javascript frontend ui,1
142,ts-graphql-client,Fix typing for useQuery hook,The useQuery hook is currently returning 'any' for the data object. We need to pass the correct Generic type to the hook so we get full autocomplete in our components. This will improve developer experience.,bug,TypeScript,beginner,frontend;api,True,2024-03-15,5,Fix typing for useQuery hook The useQuery hook is currently returning 'any' for the data object. We need to pass the correct Generic type to the hook so we get full autocomplete in our components. This will improve developer experience. bug TypeScript frontend;api,fix type usequeri hook usequeri hook current return data object need pass correct gener type hook get full autocomplet compon improv develop experi bug typescript frontend api,1
146,go-crud-api,Add validation for user input in create handler,Currently the create endpoint accepts empty strings for username and email. We should add basic validation to ensure these fields are not empty and that email contains an @ symbol.,"good first issue, beginner friendly",Go,beginner,api,True,2024-01-15,3,"Add validation for user input in create handler Currently the create endpoint accepts empty strings for username and email. We should add basic validation to ensure these fields are not empty and that email contains an @ symbol. good first issue, beginner friendly Go api",add valid user input creat handler current creat endpoint accept empti string usernam email add basic valid ensur field empti email contain symbol good first issu beginn friendli go api,1
147,rust-cli-tool,Improve error message when config file is missing,The tool panics if the config file doesn't exist. We should display a user-friendly error message suggesting to run init command first.,"help wanted, beginner friendly",Rust,beginner,cli,True,2024-02-10,2,"Improve error message when config file is missing The tool panics if the config file doesn't exist. We should display a user-friendly error message suggesting to run init command first. help wanted, beginner friendly Rust cli",improv error messag config file miss tool panic config file exist display user friendli error messag suggest run init command first help want beginn friendli rust cli,1
148,spring-boot-api,Add pagination to GET /users endpoint,The endpoint returns all users at once which could cause performance issues. Implement pagination with default page size 20.,"good first issue, easy",Java,beginner,api,True,2024-01-22,5,"Add pagination to GET /users endpoint The endpoint returns all users at once which could cause performance issues. Implement pagination with default page size 20. good first issue, easy Java api",add pagin get user endpoint endpoint return user could caus perform issu implement pagin default page size 20 good first issu easi java api,1
149,rails-blog-app,Fix broken link in navigation partial,"The ""About"" link points to /about but the route is actually /about-us. Update the link in _navigation.html.erb.","bug, good first issue",Ruby,beginner,api,True,2024-03-05,1,"Fix broken link in navigation partial The ""About"" link points to /about but the route is actually /about-us. Update the link in _navigation.html.erb. bug, good first issue Ruby api",fix broken link navig partial link point rout actual us updat link navig html erb bug good first issu rubi api,1
151,go-gin-boilerplate,Update README with setup instructions,The README is missing steps for setting up the database connection. Add clear instructions for PostgreSQL setup.,documentation,Go,beginner,database,True,2024-01-30,0,Update README with setup instructions The README is missing steps for setting up the database connection. Add clear instructions for PostgreSQL setup. documentation Go database,updat readm setup instruct readm miss step set databas connect add clear instruct postgresql setup document go databas,1
152,rust-http-server,Handle trailing slashes in routes,Requests to /api/ currently 404 even though /api exists. We should normalize paths by stripping trailing slashes.,"good first issue, bug",Rust,beginner,api,True,2024-03-12,4,"Handle trailing slashes in routes Requests to /api/ currently 404 even though /api exists. We should normalize paths by stripping trailing slashes. good first issue, bug Rust api",handl trail slash rout request api current 404 even though api exist normal path strip trail slash good first issu bug rust api,1
153,maven-starter,Update dependency versions in pom.xml,Several dependencies are outdated. Update to latest stable versions and verify everything still compiles.,"easy, help wanted",Java,beginner,devtools,True,2024-02-05,2,"Update dependency versions in pom.xml Several dependencies are outdated. Update to latest stable versions and verify everything still compiles. easy, help wanted Java devtools",updat depend version pom xml sever depend outdat updat latest stabl version verifi everyth still compil easi help want java devtool,1
154,ruby-gem-template,Add CI workflow for Ruby 3.2,The GitHub Actions workflow doesn't test against Ruby 3.2. Add it to the matrix.,"good first issue, beginner friendly",Ruby,beginner,automation,True,2024-01-19,6,"Add CI workflow for Ruby 3.2 The GitHub Actions workflow doesn't test against Ruby 3.2. Add it to the matrix. good first issue, beginner friendly Ruby automation",add ci workflow rubi 3 2 github action workflow test rubi 3 2 add matrix good first issu beginn friendli rubi autom,1
155,cpp-calculator,Handle division by zero gracefully,The calculator crashes when dividing by zero. Add error handling to return appropriate error message.,"bug, good first issue",C++,beginner,cli,True,2024-04-01,9,"Handle division by zero gracefully The calculator crashes when dividing by zero. Add error handling to return appropriate error message. bug, good first issue C++ cli",handl divis zero grace calcul crash divid zero add error handl return appropri error messag bug good first issu c cli,1
156,go-cobra-cli,Add version flag to main command,The CLI doesn't have a --version flag. Implement it to display the current version from VERSION file.,"good first issue, easy",Go,beginner,cli,True,2024-03-20,1,"Add version flag to main command The CLI doesn't have a --version flag. Implement it to display the current version from VERSION file. good first issue, easy Go cli",add version flag main command cli version flag implement display current version version file good first issu easi go cli,1
157,rust-actix-api,Add CORS middleware,The API cannot be called from browsers due to CORS policy. Add the actix-cors middleware with permissive settings for development.,"help wanted, beginner friendly",Rust,beginner,api,True,2024-02-28,3,"Add CORS middleware The API cannot be called from browsers due to CORS policy. Add the actix-cors middleware with permissive settings for development. help wanted, beginner friendly Rust api",add cor middlewar api cannot call browser due cor polici add actix cor middlewar permiss set develop help want beginn friendli rust api,1
158,javalin-app,Create CONTRIBUTING.md file,We need a contributing guide to help new contributors understand our workflow and coding standards.,documentation,Java,beginner,devtools,True,2024-01-12,0,Create CONTRIBUTING.md file We need a contributing guide to help new contributors understand our workflow and coding standards. documentation Java devtools,creat contribut md file need contribut guid help new contributor understand workflow code standard document java devtool,1
159,sinatra-microservice,Log request parameters in development,It's hard to debug without seeing the request params. Add logging of params when in development environment.,"good first issue, beginner friendly",Ruby,beginner,api,True,2024-03-25,2,"Log request parameters in development It's hard to debug without seeing the request params. Add logging of params when in development environment. good first issue, beginner friendly Ruby api",log request paramet develop hard debug without see request param add log param develop environ good first issu beginn friendli rubi api,1
160,cpp-game-engine,Fix memory leak in Texture class,The Texture class doesn't delete OpenGL resources in destructor causing memory leak. Add proper cleanup.,"bug, help wanted",C++,beginner,devtools,True,2024-02-14,11,"Fix memory leak in Texture class The Texture class doesn't delete OpenGL resources in destructor causing memory leak. Add proper cleanup. bug, help wanted C++ devtools",fix memori leak textur class textur class delet opengl resourc destructor caus memori leak add proper cleanup bug help want c devtool,1
161,go-db-migrator,Add dry-run flag for migrations,Users want to see what SQL would be executed before running migrations. Add a --dry-run flag.,"good first issue, easy",Go,beginner,database,True,2024-04-05,4,"Add dry-run flag for migrations Users want to see what SQL would be executed before running migrations. Add a --dry-run flag. good first issue, easy Go database",add dri run flag migrat user want see sql would execut run migrat add dri run flag good first issu easi go databas,1
162,rust-tokio-echo,Update tokio to version 1.x,The project uses old tokio 0.2. Update to latest tokio and fix any breaking changes.,"help wanted, beginner friendly",Rust,beginner,api,True,2024-01-28,6,"Update tokio to version 1.x The project uses old tokio 0.2. Update to latest tokio and fix any breaking changes. help wanted, beginner friendly Rust api",updat tokio version 1 x project use old tokio 0 2 updat latest tokio fix break chang help want beginn friendli rust api,1
163,gradle-plugin,Add example usage in README,The README doesn't show how to apply and configure the plugin. Add a simple example block.,documentation,Java,beginner,devtools,True,2024-03-08,0,Add example usage in README The README doesn't show how to apply and configure the plugin. Add a simple example block. documentation Java devtools,add exampl usag readm readm show appli configur plugin add simpl exampl block document java devtool,1
166,go-http-router,Add method not found handler,Currently returns 404 for all unknown routes. We should return 405 for routes with wrong HTTP methods.,"bug, good first issue",Go,beginner,api,True,2024-04-10,1,"Add method not found handler Currently returns 404 for all unknown routes. We should return 405 for routes with wrong HTTP methods. bug, good first issue Go api",add method found handler current return 404 unknown rout return 405 rout wrong http method bug good first issu go api,1
167,rust-clap-app,Add shell completion scripts,The CLI would be more user-friendly with shell completions. Add support for generating completions with clap.,"help wanted, beginner friendly",Rust,beginner,cli,True,2024-03-15,5,"Add shell completion scripts The CLI would be more user-friendly with shell completions. Add support for generating completions with clap. help wanted, beginner friendly Rust cli",add shell complet script cli would user friendli shell complet add support gener complet clap help want beginn friendli rust cli,1
168,quarkus-app,Add health check endpoint,The application lacks a health check for Kubernetes. Implement a simple /q/health endpoint.,"good first issue, easy",Java,beginner,api,True,2024-02-01,2,"Add health check endpoint The application lacks a health check for Kubernetes. Implement a simple /q/health endpoint. good first issue, easy Java api",add health check endpoint applic lack health check kubernet implement simpl q health endpoint good first issu easi java api,1
169,ruby-thread-pool,Add timeout to task execution,Tasks can run indefinitely. Add a timeout option to prevent hanging threads.,"good first issue, beginner friendly",Ruby,beginner,automation,True,2024-01-25,7,"Add timeout to task execution Tasks can run indefinitely. Add a timeout option to prevent hanging threads. good first issue, beginner friendly Ruby automation",add timeout task execut task run indefinit add timeout option prevent hang thread good first issu beginn friendli rubi autom,1
171,go-viper-config,Support environment variable binding,Currently config values cannot be overridden by env vars. Add viper's automatic env binding.,"good first issue, beginner friendly",Go,beginner,devtools,True,2024-02-19,0,"Support environment variable binding Currently config values cannot be overridden by env vars. Add viper's automatic env binding. good first issue, beginner friendly Go devtools",support environ variabl bind current config valu cannot overridden env var add viper automat env bind good first issu beginn friendli go devtool,1
172,rust-serde-example,Add serialization for custom DateTime,Our custom date type doesn't implement Serialize. Add serde support using timestamp representation.,"help wanted, beginner friendly",Rust,beginner,api,True,2024-03-28,4,"Add serialization for custom DateTime Our custom date type doesn't implement Serialize. Add serde support using timestamp representation. help wanted, beginner friendly Rust api",add serial custom datetim custom date type implement serial add serd support use timestamp represent help want beginn friendli rust api,1
173,micronaut-app,Add request/response logging filter,Debugging is hard without seeing HTTP traffic. Add a filter to log requests and responses.,"good first issue, easy",Java,beginner,api,True,2024-01-08,3,"Add request/response logging filter Debugging is hard without seeing HTTP traffic. Add a filter to log requests and responses. good first issue, easy Java api",add request respons log filter debug hard without see http traffic add filter log request respons good first issu easi java api,1
174,ruby-sidekiq-worker,Add retry limit to email worker,The email worker retries indefinitely on failure. Add a max retry count of 3.,"good first issue, beginner friendly",Ruby,beginner,automation,True,2024-04-12,2,"Add retry limit to email worker The email worker retries indefinitely on failure. Add a max retry count of 3. good first issue, beginner friendly Ruby automation",add retri limit email worker email worker retri indefinit failur add max retri count 3 good first issu beginn friendli rubi autom,1
175,cpp-algorithms,Fix off-by-one in binary search,The binary search implementation returns wrong index for elements at the end of array.,"bug, good first issue",C++,beginner,testing,True,2024-02-25,6,"Fix off-by-one in binary search The binary search implementation returns wrong index for elements at the end of array. bug, good first issue C++ testing",fix one binari search binari search implement return wrong index element end array bug good first issu c test,1
176,go-echo-middleware,Add request ID middleware,We need to track requests across logs. Add middleware that injects a unique request ID.,"good first issue, help wanted",Go,beginner,api,True,2024-03-02,2,"Add request ID middleware We need to track requests across logs. Add middleware that injects a unique request ID. good first issue, help wanted Go api",add request id middlewar need track request across log add middlewar inject uniqu request id good first issu help want go api,1
177,rust-rayon-example,Parallelize image processing loop,The image filter runs sequentially. Use rayon to parallelize the pixel processing.,"help wanted, beginner friendly",Rust,beginner,automation,True,2024-01-31,8,"Parallelize image processing loop The image filter runs sequentially. Use rayon to parallelize the pixel processing. help wanted, beginner friendly Rust automation",parallel imag process loop imag filter run sequenti use rayon parallel pixel process help want beginn friendli rust autom,1
178,spring-data-jpa,Add indexes to frequently queried columns,The users table queries by email are slow. Add database index on email column.,"good first issue, easy",Java,beginner,database,True,2024-04-07,0,"Add indexes to frequently queried columns The users table queries by email are slow. Add database index on email column. good first issue, easy Java database",add index frequent queri column user tabl queri email slow add databas index email column good first issu easi java databas,1
179,ruby-activejob,Add job uniqueness constraint,Sometimes the same job gets enqueued multiple times. Add a uniqueness constraint based on arguments.,"good first issue, beginner friendly",Ruby,beginner,automation,True,2024-02-11,4,"Add job uniqueness constraint Sometimes the same job gets enqueued multiple times. Add a uniqueness constraint based on arguments. good first issue, beginner friendly Ruby automation",add job uniqu constraint sometim job get enqueu multipl time add uniqu constraint base argument good first issu beginn friendli rubi autom,1
180,cpp-sorting,Optimize memory usage in merge sort,The merge sort implementation creates temporary vectors for each merge. Reuse a single buffer.,"help wanted, beginner friendly",C++,beginner,testing,True,2024-03-18,9,"Optimize memory usage in merge sort The merge sort implementation creates temporary vectors for each merge. Reuse a single buffer. help wanted, beginner friendly C++ testing",optim memori usag merg sort merg sort implement creat temporari vector merg reus singl buffer help want beginn friendli c test,1
183,vaadin-app,Add loading indicator to grid,The data grid doesn't show when data is loading. Add a loading spinner.,"good first issue, easy",Java,beginner,api,True,2024-02-27,1,"Add loading indicator to grid The data grid doesn't show when data is loading. Add a loading spinner. good first issue, easy Java api",add load indic grid data grid show data load add load spinner good first issu easi java api,1
184,ruby-grape-api,Add versioning to API endpoints,The API doesn't support versioning. Add /v1/ prefix to all routes.,"help wanted, beginner friendly",Ruby,beginner,api,True,2024-03-10,5,"Add versioning to API endpoints The API doesn't support versioning. Add /v1/ prefix to all routes. help wanted, beginner friendly Ruby api",add version api endpoint api support version add v1 prefix rout help want beginn friendli rubi api,1
185,cpp-concurrency,Add thread-safe queue implementation,We need a producer-consumer queue. Implement a thread-safe queue using mutex and condition variable.,"good first issue, beginner friendly",C++,beginner,automation,True,2024-01-05,14,"Add thread-safe queue implementation We need a producer-consumer queue. Implement a thread-safe queue using mutex and condition variable. good first issue, beginner friendly C++ automation",add thread safe queue implement need produc consum queue implement thread safe queue use mutex condit variabl good first issu beginn friendli c autom,1
186,go-testify-suite,Convert tests to use testify suite,Current tests use raw if statements. Refactor to use testify's suite package for better organization.,"good first issue, easy",Go,beginner,testing,True,2024-02-08,0,"Convert tests to use testify suite Current tests use raw if statements. Refactor to use testify's suite package for better organization. good first issue, easy Go testing",convert test use testifi suit current test use raw statement refactor use testifi suit packag better organ good first issu easi go test,1
188,junit5-demo,Add parameterized tests for calculator,The CalculatorTests are repetitive. Use @ParameterizedTest to test multiple inputs.,"good first issue, beginner friendly",Java,beginner,testing,True,2024-03-22,3,"Add parameterized tests for calculator The CalculatorTests are repetitive. Use @ParameterizedTest to test multiple inputs. good first issue, beginner friendly Java testing",add parameter test calcul calculatortest repetit use parameterizedtest test multipl input good first issu beginn friendli java test,1
189,ruby-sinatra-app,Add Content-Security-Policy header,The app lacks security headers. Add CSP header with basic directives.,"good first issue, security",Ruby,beginner,security,True,2024-01-26,2,"Add Content-Security-Policy header The app lacks security headers. Add CSP header with basic directives. good first issue, security Ruby security",add content secur polici header app lack secur header add csp header basic direct good first issu secur rubi secur,1
190,cpp-logger,Add log rotation,Log file grows indefinitely. Implement log rotation based on file size.,"help wanted, beginner friendly",C++,beginner,devtools,True,2024-02-16,8,"Add log rotation Log file grows indefinitely. Implement log rotation based on file size. help wanted, beginner friendly C++ devtools",add log rotat log file grow indefinit implement log rotat base file size help want beginn friendli c devtool,1
192,rust-tracing-app,Add span for each request,We need better tracing. Add a span that covers the entire request lifecycle.,"good first issue, beginner friendly",Rust,beginner,api,True,2024-03-04,1,"Add span for each request We need better tracing. Add a span that covers the entire request lifecycle. good first issue, beginner friendly Rust api",add span request need better trace add span cover entir request lifecycl good first issu beginn friendli rust api,1
193,dropwizard-app,Add metrics for endpoint latency,We don't know which endpoints are slow. Add metrics to track request duration.,"help wanted, beginner friendly",Java,beginner,api,True,2024-01-14,4,"Add metrics for endpoint latency We don't know which endpoints are slow. Add metrics to track request duration. help wanted, beginner friendly Java api",add metric endpoint latenc know endpoint slow add metric track request durat help want beginn friendli java api,1
194,ruby-json-api,Handle invalid JSON gracefully,The API crashes on malformed JSON. Add error handling to return 400.,"bug, good first issue",Ruby,beginner,api,True,2024-02-23,2,"Handle invalid JSON gracefully The API crashes on malformed JSON. Add error handling to return 400. bug, good first issue Ruby api",handl invalid json grace api crash malform json add error handl return 400 bug good first issu rubi api,1
195,cpp-http-client,Add connection pooling,The client creates new connection for each request. Implement simple connection reuse.,"good first issue, beginner friendly",C++,beginner,api,True,2024-03-29,7,"Add connection pooling The client creates new connection for each request. Implement simple connection reuse. good first issue, beginner friendly C++ api",add connect pool client creat new connect request implement simpl connect reus good first issu beginn friendli c api,1
196,go-mux-api,Add graceful shutdown,The server doesn't handle SIGTERM. Add signal handling to shut down gracefully.,"help wanted, beginner friendly",Go,beginner,api,True,2024-04-08,5,"Add graceful shutdown The server doesn't handle SIGTERM. Add signal handling to shut down gracefully. help wanted, beginner friendly Go api",add grace shutdown server handl sigterm add signal handl shut grace help want beginn friendli go api,1
197,rust-reqwest-example,Add retry logic for transient failures,Network issues cause failures. Add retry with exponential backoff for failed requests.,"good first issue, beginner friendly",Rust,beginner,api,True,2024-01-18,3,"Add retry logic for transient failures Network issues cause failures. Add retry with exponential backoff for failed requests. good first issue, beginner friendly Rust api",add retri logic transient failur network issu caus failur add retri exponenti backoff fail request good first issu beginn friendli rust api,1
199,ruby-active-record,Add missing foreign key constraints,The posts table has user_id but no foreign key. Add the constraint with cascade delete.,"good first issue, easy",Ruby,beginner,database,True,2024-03-14,0,"Add missing foreign key constraints The posts table has user_id but no foreign key. Add the constraint with cascade delete. good first issue, easy Ruby database",add miss foreign key constraint post tabl user id foreign key add constraint cascad delet good first issu easi rubi databas,1
200,cpp-test-framework,Add test case for edge values,The math functions aren't tested with max/min int values. Add test cases for boundaries.,"help wanted, beginner friendly",C++,beginner,testing,True,2024-04-22,4,"Add test case for edge values The math functions aren't tested with max/min int values. Add test cases for boundaries. help wanted, beginner friendly C++ testing",add test case edg valu math function test max min int valu add test case boundari help want beginn friendli c test,1
202,rust-async-std,Replace unwrap with proper error handling,The code uses unwrap everywhere. Replace with proper error propagation using ? and thiserror.,"good first issue, beginner friendly",Rust,beginner,devtools,True,2024-01-29,9,"Replace unwrap with proper error handling The code uses unwrap everywhere. Replace with proper error propagation using ? and thiserror. good first issue, beginner friendly Rust devtools",replac unwrap proper error handl code use unwrap everywher replac proper error propag use thiserror good first issu beginn friendli rust devtool,1
203,lombok-demo,Add builder pattern to User class,The User class has many fields. Add @Builder annotation to simplify object creation.,"good first issue, easy",Java,beginner,devtools,True,2024-03-07,2,"Add builder pattern to User class The User class has many fields. Add @Builder annotation to simplify object creation. good first issue, easy Java devtools",add builder pattern user class user class mani field add builder annot simplifi object creation good first issu easi java devtool,1
204,ruby-capybara,Add test for login flow,The login feature has no integration tests. Add Capybara test for happy path.,"help wanted, beginner friendly",Ruby,beginner,testing,True,2024-04-11,3,"Add test for login flow The login feature has no integration tests. Add Capybara test for happy path. help wanted, beginner friendly Ruby testing",add test login flow login featur integr test add capybara test happi path help want beginn friendli rubi test,1
205,cpp-string-utils,Add trim function,We have ltrim and rtrim but no trim. Implement trim that removes spaces from both ends.,"good first issue, beginner friendly",C++,beginner,devtools,True,2024-02-20,0,"Add trim function We have ltrim and rtrim but no trim. Implement trim that removes spaces from both ends. good first issue, beginner friendly C++ devtools",add trim function ltrim rtrim trim implement trim remov space end good first issu beginn friendli c devtool,1
206,go-embed-files,Use embed for HTML templates,Currently templates are read from disk. Use go:embed to bundle them in binary.,"good first issue, beginner friendly",Go,beginner,devtools,True,2024-03-17,2,"Use embed for HTML templates Currently templates are read from disk. Use go:embed to bundle them in binary. good first issue, beginner friendly Go devtools",use emb html templat current templat read disk use go emb bundl binari good first issu beginn friendli go devtool,1
208,jackson-demo,Handle null fields in JSON serialization,Null fields are currently omitted. Configure Jackson to include them with null values.,"good first issue, easy",Java,beginner,api,True,2024-04-24,1,"Handle null fields in JSON serialization Null fields are currently omitted. Configure Jackson to include them with null values. good first issue, easy Java api",handl null field json serial null field current omit configur jackson includ null valu good first issu easi java api,1
209,ruby-rspec,Add shared examples for models,Several models have similar specs. Extract shared examples to reduce duplication.,"good first issue, beginner friendly",Ruby,beginner,testing,True,2024-02-28,6,"Add shared examples for models Several models have similar specs. Extract shared examples to reduce duplication. good first issue, beginner friendly Ruby testing",add share exampl model sever model similar spec extract share exampl reduc duplic good first issu beginn friendli rubi test,1
210,cpp-makefile,Add install target to Makefile,The Makefile only builds. Add make install to copy binary to /usr/local/bin.,"help wanted, beginner friendly",C++,beginner,devtools,True,2024-03-21,0,"Add install target to Makefile The Makefile only builds. Add make install to copy binary to /usr/local/bin. help wanted, beginner friendly C++ devtools",add instal target makefil makefil build add make instal copi binari usr local bin help want beginn friendli c devtool,1
